"rownames"	"log2FoldChange_D2"	"pvalue_D2"	"padj_D2"	"sig_D2"	"sigadj_D2"	"TDE_D2"	"logFC_ER"	"PValue_ER"	"FDR_ER"	"sig_ER"	"sigadj_ER"	"TDE_ER"	"color"
"AB_019390_T.1"	"AB_019390_T.1"	2.63676339253148	0.000136394634763856	0.0446460417359504	3.86520271280475	1.35021703909205	TRUE	-2.58394008502848	0.00116167033843927	0.375682354555151	2.93491709957855	0.425179202858615	FALSE	"Col_2"
"AB_020262_T.1"	"AB_020262_T.1"	-1.77331497301888	0.000151872602389576	0.0463664134468405	3.81852056520376	1.33379649652359	TRUE	1.79281867139083	0.000322658709330699	0.179701878462983	3.49125660775129	0.745447383092228	FALSE	"Col_2"
"AB_020572_T.1"	"AB_020572_T.1"	1.43774642588735	0.000139368449776203	0.0451539556004511	3.85583553067789	1.34530419839144	TRUE	-1.41418297070873	0.00102455371422743	0.361184820116406	2.98946526793037	0.442270510513057	FALSE	"Col_2"
"AB_020978_T.1"	"AB_020978_T.1"	3.63894976887046	0.000121622646595686	0.0415230177640818	3.9149855502623	1.38171109083729	TRUE	-3.54269258838378	0.000230265041499084	0.163399649637079	3.63777199098263	0.786748879020533	FALSE	"Col_2"
"AB_021233_T.1"	"AB_021233_T.1"	-1.81886094983495	0.000106584321493705	0.0380242560870407	3.97230667513638	1.41993927380234	TRUE	1.83499185637645	0.00016332754042257	0.136605873809121	3.78694057800009	0.864530626364261	FALSE	"Col_2"
"AB_021533_T.1"	"AB_021533_T.1"	21.8888483265243	2.1855667213551e-08	7.71043655219397e-05	7.66043593075564	4.11292103221602	TRUE	-7.919943641702	0.00200441200917611	0.494220801522638	2.69801300390237	0.306078979297403	FALSE	"Col_2"
"AB_022751_T.1"	"AB_022751_T.1"	-1.04068316836174	7.57543994557385e-06	0.00572685223123608	5.12059214033234	2.2420840227513	TRUE	1.06087399138871	0.00156679896828704	0.433982966176962	2.8049867231003	0.362527316202994	FALSE	"Col_2"
"AB_023406_T.1"	"AB_023406_T.1"	1.80622707834099	6.68576832811187e-06	0.00517755683380195	5.17484867643711	2.2858751251779	TRUE	-1.78451524644946	0.00010505303860866	0.106693867021215	3.97859138131716	0.971860543981291	FALSE	"Col_2"
"AB_024101_T.1"	"AB_024101_T.1"	2.78479812541392	3.83913172800085e-06	0.00348275061416442	5.41576698614714	2.45807762251847	TRUE	-2.75051697269585	7.11231961158643e-05	0.0892303251034797	4.14798873538578	1.04948752469427	FALSE	"Col_2"
"AB_024723_T.1"	"AB_024723_T.1"	1.53985000404428	1.52094550376191e-05	0.00985541646733557	4.81788634665673	2.00632501870629	TRUE	-1.5227204301625	0.00024516076464678	0.163399649637079	3.61054903277041	0.786748879020533	FALSE	"Col_2"
"AB_025657_T.1"	"AB_025657_T.1"	3.20098707972623	6.03844224403048e-06	0.00491606614590287	5.21907508324589	2.30838228229344	TRUE	-3.1560350865077	7.44422364887643e-05	0.0907259439904209	4.12818058771566	1.04226850433217	FALSE	"Col_2"
"AB_025706_T.1"	"AB_025706_T.1"	2.41259666352127	0.000135911685987169	0.0446460417359504	3.86674320006257	1.35021703909205	TRUE	-2.39230005157058	0.000352570359577412	0.187501593970704	3.45275420143277	0.726995035937656	FALSE	"Col_2"
"AB_025735_T.1"	"AB_025735_T.1"	1.09455291096194	3.00136801591828e-05	0.0170172206916824	4.52268074983224	1.76911136885949	TRUE	-1.07217078737061	0.000778766418188931	0.313387361644029	3.10859278430877	0.503918521839774	FALSE	"Col_2"
"AB_027644_T.1"	"AB_027644_T.1"	3.73868653497854	0.000146091413776689	0.0461961024196711	3.83537530808338	1.33539466446626	TRUE	-3.7018772592501	0.000306592577278032	0.179150862690024	3.51343836378763	0.746781096174315	FALSE	"Col_2"
"AB_027823_T.1"	"AB_027823_T.1"	1.11270265175594	3.55677727715419e-05	0.0191408873435462	4.44894332917221	1.7180379328354	TRUE	-1.0920052198467	0.000707198704771403	0.295747725007147	3.15045854340102	0.52907858742917	FALSE	"Col_2"
"AB_027935_T.1"	"AB_027935_T.1"	-1.47391133393129	2.88348632980245e-06	0.00286104920179868	5.54008210317642	2.54347467351738	TRUE	1.48990396847251	0.00181409703553315	0.463366006872469	2.74133948636661	0.334075829780427	FALSE	"Col_2"
"AB_028260_T.1"	"AB_028260_T.1"	-2.0692596869786	4.96192799771103e-05	0.0238706327053519	4.30434954204359	1.62213606960651	TRUE	2.08171383961538	0.00112316200664545	0.3728823364993	2.94955759590454	0.428428188756082	FALSE	"Col_2"
"AB_028487_T.1"	"AB_028487_T.1"	-1.70033339958639	1.0669112812429e-05	0.00752788890905406	4.97187169272978	2.12332679852618	TRUE	1.71700687421088	0.000134323198614288	0.127326452446468	3.8718489749701	0.895081361011682	FALSE	"Col_2"
"AB_028910_T.1"	"AB_028910_T.1"	1.84870644905269	7.57451979504248e-05	0.0293290948795602	4.12064489509944	1.53270133950421	TRUE	-1.81187233641752	0.00410633595965251	0.678278218056328	2.38654552173249	0.168592129462818	FALSE	"Col_2"
"AB_029397_T.1"	"AB_029397_T.1"	2.04562339233091	6.22560232809202e-05	0.0256713116258766	4.20581862413393	1.59055194132746	TRUE	-2.01413699458989	0.00204739052653607	0.495498550161762	2.68879931056503	0.30495761193081	FALSE	"Col_2"
"AB_029882_T.1"	"AB_029882_T.1"	-1.4459800933352	5.28773782177521e-05	0.0246656957107347	4.27673008630968	1.60790663049286	TRUE	1.46091252734474	0.0029000846703027	0.570073786619502	2.53758932233951	0.244068928454275	FALSE	"Col_2"
"AB_030950_T.1"	"AB_030950_T.1"	2.11125672020444	7.40474315043646e-07	0.000979616665706284	6.1304900013268	3.00894383505946	TRUE	-2.08962381703204	6.20788888560773e-05	0.0854205510659624	4.2070560650745	1.068437631175	FALSE	"Col_2"
"AB_031247_T.1"	"AB_031247_T.1"	-1.17797354848524	5.55866431213573e-05	0.0246656957107347	4.25502955222319	1.60790663049286	TRUE	1.19932676331484	0.0109312699495027	0.975490064782398	1.96132938059168	0.0107771494700309	FALSE	"Col_2"
"AB_032550_T.1"	"AB_032550_T.1"	1.11502552702088	1.59149197312051e-07	0.000315821635240933	6.79819554745345	3.50055812213042	TRUE	-1.09436264733706	0.00106377769921899	0.368914646649473	2.97314911836555	0.433074102071187	FALSE	"Col_2"
"AB_033198_T.1"	"AB_033198_T.1"	-4.77318464122642	4.62502818530003e-05	0.0229451984236658	4.33488561629079	1.63930818229573	TRUE	4.74061214730968	9.77582589076551e-05	0.106402666500152	4.00984654189624	0.973047488283534	FALSE	"Col_2"
"AB_034551_T.1"	"AB_034551_T.1"	3.37070131451878	3.55216271633912e-05	0.0191408873435462	4.44950714841437	1.7180379328354	TRUE	-3.31339871555115	0.000218123527200107	0.163232932916627	3.66129748810259	0.787192216041322	FALSE	"Col_2"
"AB_037487_T.1"	"AB_037487_T.1"	-3.81072684570441	0.000149199854491	0.0461961024196711	3.8262316004142	1.33539466446626	TRUE	3.79084584221391	0.000244727804089934	0.163399649637079	3.61131668664795	0.786748879020533	FALSE	"Col_2"
"AB_038019_T.1"	"AB_038019_T.1"	1.62047974027537	8.62228399390944e-07	0.00109506455636247	6.06437767680148	2.96056027749457	TRUE	-1.59854988092652	9.81374279980515e-05	0.106402666500152	4.00816532826758	0.973047488283534	FALSE	"Col_2"
"AB_039076_T.1"	"AB_039076_T.1"	-1.16561827434353	4.29174789222637e-05	0.0219785947300128	4.36736579747745	1.65800007899676	TRUE	1.18335231829522	0.000518589005914598	0.243087171827397	3.28517669451081	0.614237959098142	FALSE	"Col_2"
"AB_040057_T.1"	"AB_040057_T.1"	-1.4985637354174	4.96399060186677e-08	0.000138855033298158	7.30416904940563	3.85743837306895	TRUE	1.5153564234779	0.000797356998923058	0.316326289010776	3.09834718933326	0.499864713560481	FALSE	"Col_2"
"AB_040586_T.1"	"AB_040586_T.1"	3.75012703325474	0.000123834457411197	0.0418283814602437	3.90715849440021	1.37852894002096	TRUE	-3.69947753570301	0.000321717283511556	0.179701878462983	3.49252560701202	0.745447383092228	FALSE	"Col_2"
"AB_040890_T.1"	"AB_040890_T.1"	1.32564960431427	2.5762697115322e-06	0.00272663798702863	5.58900867232989	2.56437251907061	TRUE	-1.30254157620474	6.49187031145139e-05	0.0862246371114171	4.18763016469048	1.06436862474649	FALSE	"Col_2"
"AB_041144_T.1"	"AB_041144_T.1"	2.14074879398142	4.99235947010757e-07	0.00075482097873993	6.30169415123759	3.12215603799256	TRUE	-2.11172117343504	0.00054263257685797	0.244425810024985	3.26549413699359	0.611852936892677	FALSE	"Col_2"
"AB_041464_T.1"	"AB_041464_T.1"	1.621297536975	5.43403026414106e-05	0.0246656957107347	4.26487794716346	1.60790663049286	TRUE	-1.59996352512501	0.00295433797664936	0.572238244217393	2.52953982283666	0.242423120495199	FALSE	"Col_2"
"AB_041519_T.1"	"AB_041519_T.1"	1.11464198606752	4.46725639096926e-05	0.022514263122169	4.34995912118212	1.64754226265676	TRUE	-1.09455262799067	0.00137631202854961	0.411161526214626	2.86128309450538	0.385987530526444	FALSE	"Col_2"
"AB_042809_T.1"	"AB_042809_T.1"	2.03875252094114	2.71516219988725e-06	0.00278093919382646	5.56620422117204	2.55580850702737	TRUE	-2.01222680238127	0.000181975338473554	0.148380696718436	3.73998746416085	0.82862259402968	FALSE	"Col_2"
"AB_042882_T.1"	"AB_042882_T.1"	1.41750789252768	3.21823381342818e-06	0.00300535711206347	5.49238240641696	2.52210391548027	TRUE	-1.3930432083962	5.41339908378203e-05	0.0769713171059354	4.26652995489758	1.11367108188348	FALSE	"Col_2"
"AB_043324_T.1"	"AB_043324_T.1"	-2.10835846046311	5.24789896248274e-08	0.000138855033298158	7.28001453500027	3.85743837306895	TRUE	2.12275224152205	0.000103301536330539	0.106693867021215	3.98589321947831	0.971860543981291	FALSE	"Col_2"
"AB_043753_T.1"	"AB_043753_T.1"	-1.7351748619757	8.83933787928904e-05	0.0330185667065066	4.05358026509334	1.48124178282868	TRUE	1.75237886718578	0.00101450833347797	0.361184820116406	2.99374438118989	0.442270510513057	FALSE	"Col_2"
"AB_044238_T.1"	"AB_044238_T.1"	1.38964153797932	0.000117522430455883	0.0405592901022256	3.92987923557498	1.39190965494159	TRUE	-1.36674628661259	0.000201229276339869	0.158956222436175	3.69630883461061	0.798722466699814	FALSE	"Col_2"
"AB_046084_T.1"	"AB_046084_T.1"	1.66252557628028	5.73728434136622e-05	0.0246656957107347	4.241293625832	1.60790663049286	TRUE	-1.63995674724081	0.000300543491566352	0.178055321892421	3.52209267247801	0.749445041175514	FALSE	"Col_2"
