"rownames"	"log2FoldChange_D2"	"pvalue_D2"	"padj_D2"	"sig_D2"	"sigadj_D2"	"TDE_D2"	"logFC_ER"	"PValue_ER"	"FDR_ER"	"sig_ER"	"sigadj_ER"	"TDE_ER"	"color"
"AB_003796_T.1"	"AB_003796_T.1"	-1.12020592259999	5.93912249786827e-05	0.0441606752841494	4.22627771705341	1.35496429420237	TRUE	-1.10167647595803	0.00832979385305308	0.863374171424335	2.07936574644307	0.0638009477757336	FALSE	"Col_2"
"AB_011309_T.1"	"AB_011309_T.1"	-1.12971955729298	6.83053872466469e-07	0.0022854982572728	6.16554504215705	2.64101910553068	TRUE	-1.11255280506275	0.00475734270367047	0.700236199423993	2.32263556227526	0.154755441694781	FALSE	"Col_2"
"AB_011310_T.1"	"AB_011310_T.1"	-1.36101875558696	1.14765859267037e-05	0.0132416056933623	4.94018728734845	1.87805934862103	TRUE	-1.34516883201745	0.000430827228737062	0.182039191433297	3.36569685663552	0.739835102174858	FALSE	"Col_2"
"AB_013344_T.1"	"AB_013344_T.1"	-2.33284094404522	5.86663654281697e-05	0.0441606752841494	4.23161081690357	1.35496429420237	TRUE	-2.31066062799835	8.10970691166588e-05	0.0615394351217291	4.09099484109665	1.21084649451433	FALSE	"Col_2"
"AB_014598_T.1"	"AB_014598_T.1"	1.79773238522908	2.7390562230037e-06	0.00539110713068846	5.56239905314594	2.26832203789784	TRUE	1.80581831107114	0.00115855903123201	0.322373856223803	2.93608183301325	0.491640185719681	FALSE	"Col_2"
"AB_018965_T.1"	"AB_018965_T.1"	-1.16059425985667	1.93051668444392e-06	0.00461393487582097	5.71432644064412	2.33592853969598	TRUE	-1.1423109712033	0.00420521320497366	0.670725556921035	2.37621198050905	0.173455145249749	FALSE	"Col_2"
"AB_019246_T.1"	"AB_019246_T.1"	-1.55990519083036	1.39815126953173e-07	0.000584776768481647	6.85444583862689	3.23300988899246	TRUE	-1.54604362835206	0.000896028527283395	0.287215764913607	3.04767816327924	0.541791725895327	FALSE	"Col_2"
"AB_020308_T.1"	"AB_020308_T.1"	2.26943664237093	9.81696577339815e-06	0.0120989375256277	5.00802272315946	1.91725276580063	TRUE	2.2843888780192	0.000115780687336905	0.0755276017061079	3.93636387655416	1.12189430561582	FALSE	"Col_2"
"AB_025874_T.1"	"AB_025874_T.1"	-2.00106349042677	2.48293145526792e-05	0.0218628648666486	4.60503526957544	1.66029292956588	TRUE	-1.98378790157053	0.000469754179251639	0.189857278772975	3.32812934743212	0.721572748166842	FALSE	"Col_2"
"AB_026548_T.1"	"AB_026548_T.1"	-1.25904697844245	1.60734704471041e-05	0.0160671828030999	4.79389034393953	1.79406026513614	TRUE	-1.24010921101274	0.00445096265482944	0.678701374040832	2.35154604958841	0.16832127157213	FALSE	"Col_2"
"AB_029339_T.1"	"AB_029339_T.1"	-1.32649408747061	6.78619594940317e-05	0.0483119396738361	4.16837360438499	1.31594552569433	TRUE	-1.31537885481209	0.00721136089305303	0.827592691624663	2.14198276959792	0.0821833531937064	FALSE	"Col_2"
"AB_038745_T.1"	"AB_038745_T.1"	-1.8074875279707	1.07734446751005e-06	0.00277291891406817	5.96764541423235	2.55706282991281	TRUE	-1.78780716493145	0.00138106434705889	0.356211997736319	2.85978608614145	0.448291456958884	FALSE	"Col_2"
"AB_040645_T.1"	"AB_040645_T.1"	-2.67964664388938	3.51072165888815e-05	0.0293671866765994	4.45460360140927	1.53213765611086	TRUE	-2.66243047620923	9.33728132884302e-05	0.0680761042451706	4.02977955586344	1.16700530535054	FALSE	"Col_2"
