"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"ID.baseMean"	"ID.log2FoldChange"	"ID.lfcSE"	"ID.stat"	"ID.pvalue"	"ID.padj"
"AB_013716_T.1"	183.645938653386	-4.90698329805543	0.431634924355627	-11.3683648406831	6.01029645989438e-30	2.01104519548066e-25	183.645938653386	-4.90698329805543	0.431634924355627	-11.3683648406831	6.01029645989438e-30	2.01104519548066e-25
"AB_040651_T.1"	8955.6533150981	-1.92926124745692	0.275407643263041	-7.00511149436141	2.46789225503545e-12	4.12878374267431e-08	8955.6533150981	-1.92926124745692	0.275407643263041	-7.00511149436141	2.46789225503545e-12	4.12878374267431e-08
"AB_041774_T.1"	78.9584860944821	-3.30667588127624	0.529379566576031	-6.24632322449365	4.20227119925906e-10	4.68693314424027e-06	78.9584860944821	-3.30667588127624	0.529379566576031	-6.24632322449365	4.20227119925906e-10	4.68693314424027e-06
"AB_021957_T.1"	59.1485396161054	2.57952574791868	0.452056090092563	5.70620727040864	1.15521313467983e-08	9.6633578715968e-05	59.1485396161054	2.57952574791868	0.452056090092563	5.70620727040864	1.15521313467983e-08	9.6633578715968e-05
"AB_008258_T.1"	32.4988850711478	3.83814066139127	0.720774104874949	5.32502574028679	1.00938744771939e-07	0.000562901733344849	32.4988850711478	3.83814066139127	0.720774104874949	5.32502574028679	1.00938744771939e-07	0.000562901733344849
"AB_029697_T.1"	174.563550273442	4.67583118971164	0.877745360674137	5.32709302629688	9.97970584009661e-08	0.000562901733344849	174.563550273442	4.67583118971164	0.877745360674137	5.32709302629688	9.97970584009661e-08	0.000562901733344849
"AB_019246_T.1"	205.989176113985	-1.55990519083036	0.296250658163323	-5.26549105578825	1.39815126953173e-07	0.000584776768481647	205.989176113985	-1.55990519083036	0.296250658163323	-5.26549105578825	1.39815126953173e-07	0.000584776768481647
"AB_021959_T.1"	43.3782868174843	3.02547239017175	0.572377636989471	5.28579768784258	1.25158157630007e-07	0.000584776768481647	43.3782868174843	3.02547239017175	0.572377636989471	5.28579768784258	1.25158157630007e-07	0.000584776768481647
"AB_023572_T.1"	5007.90323074453	12.061376201342	2.34785056856468	5.1371992591145	2.78863231108676e-07	0.00103675152365514	5007.90323074453	12.061376201342	2.34785056856468	5.1371992591145	2.78863231108676e-07	0.00103675152365514
"AB_011309_T.1"	380.490281103661	-1.12971955729298	0.227485311729586	-4.96612088360189	6.83053872466469e-07	0.0022854982572728	380.490281103661	-1.12971955729298	0.227485311729586	-4.96612088360189	6.83053872466469e-07	0.0022854982572728
"AB_000550_T.1"	53.0594394985605	3.40316536815446	0.691565018918735	4.9209622740539	8.61197314822225e-07	0.00261960565035924	53.0594394985605	3.40316536815446	0.691565018918735	4.9209622740539	8.61197314822225e-07	0.00261960565035924
"AB_024145_T.1"	161.331553159542	2.65043809066995	0.541854037848452	4.89142445296539	1.00108817956491e-06	0.00277291891406817	161.331553159542	2.65043809066995	0.541854037848452	4.89142445296539	1.00108817956491e-06	0.00277291891406817
"AB_038745_T.1"	64.2710301392569	-1.8074875279707	0.370617828731283	-4.87695784673442	1.07734446751005e-06	0.00277291891406817	64.2710301392569	-1.8074875279707	0.370617828731283	-4.87695784673442	1.07734446751005e-06	0.00277291891406817
"AB_018965_T.1"	377.578169424438	-1.16059425985667	0.243793381747822	-4.76056507988874	1.93051668444392e-06	0.00461393487582097	377.578169424438	-1.16059425985667	0.243793381747822	-4.76056507988874	1.93051668444392e-06	0.00461393487582097
"AB_010334_T.1"	1276.65668875962	-2.59888403089689	0.547584493354123	-4.74608770416038	2.07388816406114e-06	0.00462615319796572	1276.65668875962	-2.59888403089689	0.547584493354123	-4.74608770416038	2.07388816406114e-06	0.00462615319796572
"AB_009199_T.1"	365.575659515498	-2.27492647568793	0.481024152221733	-4.72933940048665	2.25251554609161e-06	0.00471057313576408	365.575659515498	-2.27492647568793	0.481024152221733	-4.72933940048665	2.25251554609161e-06	0.00471057313576408
"AB_014598_T.1"	73.0099929796464	1.79773238522908	0.38335464434738	4.68947595062928	2.7390562230037e-06	0.00539110713068846	73.0099929796464	1.79773238522908	0.38335464434738	4.68947595062928	2.7390562230037e-06	0.00539110713068846
