"FoldChange"	"pValue"	"color"
"AB_012110_T.1"	2.36052316244214	0	"Col_1"
"AB_004827_T.1"	4.24166289338011	0	"Col_1"
"AB_025761_T.1"	1.19075319010204	0	"Col_1"
"AB_036719_T.1"	1.12049311057584	0	"Col_1"
"AB_044423_T.1"	1.17291582855794	0	"Col_1"
"AB_033877_T.1"	1.23815264623862	0	"Col_1"
"AB_037381_T.1"	4.1410814999908	0	"Col_1"
"AB_014152_T.1"	1.98529154866625	0	"Col_1"
"AB_013099_T.1"	4.15394268390659	0	"Col_1"
"AB_025984_T.1"	1.67113357876545	0	"Col_1"
"AB_034826_T.1"	1.15633838564209	0	"Col_1"
"AB_030558_T.1"	4.08182120346945	0	"Col_1"
"AB_031371_T.1"	1.26208387654382	0	"Col_1"
"AB_041144_T.1"	1.10708013109273	0	"Col_1"
"AB_027595_T.1"	3.28049683206609	0	"Col_1"
"AB_038201_T.1"	1.09572577750092	0	"Col_1"
"AB_044421_T.1"	1.2579011548135	0	"Col_1"
"AB_038173_T.1"	2.1093385789331	0	"Col_1"
"AB_022379_T.1"	1.04666315855271	0	"Col_1"
"AB_038648_T.1"	2.16007763664742	0	"Col_1"
"AB_009034_T.1"	1.80996739778176	0	"Col_1"
"AB_039192_T.1"	2.77124061275556	0	"Col_1"
"AB_042445_T.1"	3.73154218158128	0	"Col_1"
"AB_015491_T.1"	1.10406396125654	0	"Col_1"
"AB_021621_T.1"	1.0668051954059	0	"Col_1"
"AB_019940_T.1"	1.59217795967162	0	"Col_1"
"AB_017808_T.1"	1.81737964323499	0	"Col_1"
"AB_004069_T.1"	2.87901567763034	0	"Col_1"
"AB_043715_T.1"	1.36963189895679	0	"Col_1"
"AB_014056_T.1"	1.13483057749861	0	"Col_1"
"AB_039567_T.1"	2.64810018154624	0	"Col_1"
"AB_002368_T.1"	2.18324540821792	0	"Col_1"
"AB_040979_T.1"	1.42708797298824	0	"Col_1"
"AB_046068_T.1"	4.39810558956378	0	"Col_1"
"AB_004071_T.1"	3.08078230413596	0	"Col_1"
"AB_037868_T.1"	1.16080204057364	0	"Col_1"
"AB_024940_T.1"	3.95102822520689	0	"Col_1"
"AB_000873_T.1"	2.89354005100653	0	"Col_1"
"AB_045860_T.1"	4.03351706624308	0	"Col_1"
"AB_023048_T.1"	2.88072369623973	0	"Col_1"
"AB_020056_T.1"	4.03677181129741	0	"Col_1"
"AB_004307_T.1"	2.42163849449969	0	"Col_1"
"AB_038664_T.1"	2.92179782389065	0	"Col_1"
"AB_034640_T.1"	3.86530147946975	0	"Col_1"
"AB_003306_T.1"	3.47131758638803	0	"Col_1"
"AB_031257_T.1"	2.86631019813628	0	"Col_1"
"AB_043800_T.1"	1.10893024644156	0	"Col_1"
"AB_025881_T.1"	1.61723842480382	0	"Col_1"
"AB_025894_T.1"	1.55636381930395	0	"Col_1"
"AB_005807_T.1"	3.91148501335801	0	"Col_1"
"AB_007239_T.1"	2.75023875568328	0	"Col_1"
"AB_027313_T.1"	1.81985924568932	0	"Col_1"
"AB_029397_T.1"	1.12121226075911	0	"Col_1"
"AB_041713_T.1"	3.91849951274822	0	"Col_1"
"AB_021590_T.1"	2.83950428377413	0	"Col_1"
"AB_029021_T.1"	1.35989019278157	0	"Col_1"
"AB_032221_T.1"	1.89782706637521	0	"Col_1"
"AB_021919_T.1"	1.45556347471681	0	"Col_1"
"AB_032173_T.1"	2.4845932801684	0	"Col_1"
"AB_012126_T.1"	2.28046498493845	0	"Col_1"
"AB_028074_T.1"	1.58122768026382	0	"Col_1"
"AB_023566_T.1"	1.82973019244948	0	"Col_1"
"AB_019795_T.1"	1.97567604485085	0	"Col_1"
"AB_030945_T.1"	1.46431442716827	0	"Col_1"
"AB_045440_T.1"	2.39832668534367	0	"Col_1"
"AB_034380_T.1"	1.73545803354401	0	"Col_1"
"AB_022676_T.1"	4.0191064892956	0	"Col_1"
"AB_040548_T.1"	4.01910236181765	0	"Col_1"
"AB_028530_T.1"	4.1312596397917	0	"Col_1"
"AB_037958_T.1"	3.01411973108386	0	"Col_1"
"AB_008779_T.1"	1.48438480459409	0	"Col_1"
"AB_033561_T.1"	2.87748173955724	0	"Col_1"
"AB_039017_T.1"	2.60152012794477	0	"Col_1"
"AB_016503_T.1"	1.00478348425012	0	"Col_1"
"AB_027241_T.1"	4.21380733587224	0	"Col_1"
"AB_025034_T.1"	2.53435189611305	0	"Col_1"
"AB_028602_T.1"	1.33182941885555	0	"Col_1"
"AB_023557_T.1"	1.23043338929428	0	"Col_1"
"AB_046132_T.1"	4.35207872031763	0	"Col_1"
"AB_030090_T.1"	1.04842534681556	0	"Col_1"
"AB_029899_T.1"	2.68290573063335	0	"Col_1"
"AB_026249_T.1"	1.42103569101691	0	"Col_1"
"AB_026978_T.1"	3.3116561430868	0	"Col_1"
"AB_012926_T.1"	3.1371618747484	0	"Col_1"
"AB_022585_T.1"	2.03236127877233	0	"Col_1"
"AB_025639_T.1"	3.0879478708583	0	"Col_1"
"AB_027371_T.1"	1.0893980634303	0	"Col_1"
"AB_028343_T.1"	1.07511732164017	0	"Col_1"
"AB_028695_T.1"	1.47533631808757	0	"Col_1"
"AB_020394_T.1"	2.81838227945035	0	"Col_1"
"AB_033786_T.1"	1.66571582957153	0	"Col_1"
"AB_046112_T.1"	2.35127434457433	0	"Col_1"
"AB_018281_T.1"	1.29961403067363	0	"Col_1"
"AB_041382_T.1"	1.26205057195888	0	"Col_1"
"AB_036275_T.1"	1.05121481596027	0	"Col_1"
"AB_023421_T.1"	1.62282692203604	0	"Col_1"
"AB_032976_T.1"	3.79389029115927	0	"Col_1"
"AB_003004_T.1"	1.52898398827799	0	"Col_1"
"AB_004533_T.1"	3.16379780751171	0	"Col_1"
"AB_045465_T.1"	4.3728100331923	0	"Col_1"
"AB_022286_T.1"	4.37281412004438	0	"Col_1"
"AB_007298_T.1"	2.66739525212852	0	"Col_1"
"AB_039791_T.1"	1.11998017067432	0	"Col_1"
"AB_024461_T.1"	2.30898165330303	0	"Col_1"
"AB_002593_T.1"	1.53418098484071	0	"Col_1"
"AB_002226_T.1"	1.18768538624182	0	"Col_1"
"AB_038484_T.1"	2.47682049121962	0	"Col_1"
"AB_033163_T.1"	1.10143013062078	0	"Col_1"
"AB_045156_T.1"	2.15911481331844	0	"Col_1"
"AB_003535_T.1"	1.95217371758179	0	"Col_1"
"AB_021905_T.1"	2.23681202845098	0	"Col_1"
"AB_030478_T.1"	3.81606982640744	0	"Col_1"
"AB_004471_T.1"	2.89323533833545	0	"Col_1"
"AB_029012_T.1"	3.90238320528161	0	"Col_1"
"AB_025721_T.1"	2.4296675383423	0	"Col_1"
"AB_020215_T.1"	2.03726243321218	0	"Col_1"
"AB_023247_T.1"	1.80230837767858	0	"Col_1"
"AB_034767_T.1"	2.8321773977532	0	"Col_1"
"AB_022395_T.1"	1.02158961998096	0	"Col_1"
"AB_007704_T.1"	3.6379145421666	0	"Col_1"
"AB_037018_T.1"	1.79286837581684	0	"Col_1"
"AB_000167_T.1"	3.73635862263296	0	"Col_1"
"AB_041983_T.1"	3.73775549080419	0	"Col_1"
"AB_036223_T.1"	3.73775633354266	0	"Col_1"
"AB_001063_T.1"	3.73775725433117	0	"Col_1"
"AB_031935_T.1"	2.67660136260265	0	"Col_1"
"AB_045931_T.1"	1.00675883155074	0	"Col_1"
"AB_014915_T.1"	2.79736129559852	0	"Col_1"
"AB_035575_T.1"	3.74582877544029	0	"Col_1"
"AB_035618_T.1"	1.69409323698958	0	"Col_1"
"AB_029211_T.1"	1.58992060713235	0	"Col_1"
"AB_037641_T.1"	3.14232424088703	0	"Col_1"
"AB_030780_T.1"	1.84514307695313	0	"Col_1"
"AB_037035_T.1"	1.13366500610419	0	"Col_1"
"AB_015430_T.1"	1.4259104754861	0	"Col_1"
"AB_012601_T.1"	1.56056338433979	0	"Col_1"
"AB_014542_T.1"	2.27362769963902	0	"Col_1"
"AB_014330_T.1"	1.64342928025969	0	"Col_1"
"AB_024738_T.1"	1.42123928252473	0	"Col_1"
"AB_002044_T.1"	3.78275589276904	0	"Col_1"
"AB_032859_T.1"	3.78276475014508	0	"Col_1"
"AB_035587_T.1"	3.77880718176061	0	"Col_1"
"AB_017019_T.1"	2.76816836634812	0	"Col_1"
"AB_012798_T.1"	4.70631767929792	0	"Col_1"
"AB_037971_T.1"	1.08204881363344	0	"Col_1"
"AB_006756_T.1"	1.10165843820006	0	"Col_1"
"AB_020812_T.1"	1.11026989119597	0	"Col_1"
"AB_024396_T.1"	1.56391882998328	0	"Col_1"
"AB_020935_T.1"	1.02044509686994	0	"Col_1"
"AB_002808_T.1"	1.2348016521677	0	"Col_1"
"AB_037772_T.1"	1.93070370911474	0	"Col_1"
"AB_040549_T.1"	2.24985799925821	0	"Col_1"
"AB_027908_T.1"	2.13011765185116	0	"Col_1"
"AB_013146_T.1"	1.05560089567974	0	"Col_1"
"AB_024685_T.1"	1.91272298245356	0	"Col_1"
"AB_030897_T.1"	3.81154054140923	0	"Col_1"
"AB_029681_T.1"	1.34190854124505	0	"Col_1"
"AB_017552_T.1"	1.29951604703401	0	"Col_1"
"AB_046035_T.1"	3.81856123077397	0	"Col_1"
"AB_034903_T.1"	3.57210516960668	0	"Col_1"
"AB_030661_T.1"	1.89702572334855	0	"Col_1"
"AB_013155_T.1"	1.08562164686679	0	"Col_1"
"AB_008042_T.1"	1.39326754272841	0	"Col_1"
"AB_036097_T.1"	2.93565926999283	0	"Col_1"
"AB_024914_T.1"	1.20283425256616	0	"Col_1"
"AB_026899_T.1"	1.96629767348012	0	"Col_1"
"AB_035562_T.1"	2.05304029367954	0	"Col_1"
"AB_026816_T.1"	1.05997677366121	0	"Col_1"
"AB_015208_T.1"	2.74530119275062	0	"Col_1"
"AB_012941_T.1"	1.37549126589547	0	"Col_1"
"AB_045921_T.1"	1.07107971853261	0	"Col_1"
"AB_002156_T.1"	4.03621739779504	0	"Col_1"
"AB_033100_T.1"	2.14032307940936	0	"Col_1"
"AB_017052_T.1"	1.29473117794472	0	"Col_1"
"AB_024042_T.1"	1.99412936592043	0	"Col_1"
"AB_035886_T.1"	1.7900049195667	0	"Col_1"
"AB_032084_T.1"	3.83865678754522	0	"Col_1"
"AB_037601_T.1"	2.99420658603641	0	"Col_1"
"AB_004025_T.1"	1.23611826064344	0	"Col_1"
"AB_037113_T.1"	3.77038089751654	0	"Col_1"
"AB_016237_T.1"	4.13198097774059	0	"Col_1"
"AB_008091_T.1"	4.13197856016959	0	"Col_1"
"AB_022247_T.1"	1.80926196404052	0	"Col_1"
"AB_007322_T.1"	3.31191925381408	0	"Col_1"
"AB_001672_T.1"	1.21068448653681	0	"Col_1"
"AB_034529_T.1"	2.48484147505501	0	"Col_1"
"AB_033026_T.1"	1.88049411771992	0	"Col_1"
"AB_011831_T.1"	1.54674014416955	0	"Col_1"
"AB_023041_T.1"	2.93658679180493	0	"Col_1"
"AB_020896_T.1"	1.3338054452276	0	"Col_1"
"AB_042964_T.1"	1.58561866642732	0	"Col_1"
"AB_044734_T.1"	2.05473783789957	0	"Col_1"
"AB_012079_T.1"	1.3732229555689	0	"Col_1"
"AB_008009_T.1"	1.11052336181365	0	"Col_1"
"AB_042807_T.1"	2.37815085058943	0	"Col_1"
"AB_041187_T.1"	2.55701679462229	0	"Col_1"
"AB_038192_T.1"	1.30109200752801	0	"Col_1"
"AB_028809_T.1"	1.6600717047247	0	"Col_1"
"AB_006177_T.1"	1.1367015416432	0	"Col_1"
"AB_037204_T.1"	1.19737963546588	0	"Col_1"
"AB_035734_T.1"	1.06194020748023	0	"Col_1"
"AB_007767_T.1"	1.6347837956565	0	"Col_1"
"AB_037173_T.1"	3.95004118072716	0	"Col_1"
"AB_028473_T.1"	3.95003905949918	0	"Col_1"
"AB_008635_T.1"	3.95003764397802	0	"Col_1"
"AB_001017_T.1"	3.95003674668788	0	"Col_1"
"AB_030832_T.1"	2.36654049834992	0	"Col_1"
"AB_036674_T.1"	1.5731395308367	0	"Col_1"
"AB_029979_T.1"	2.29861823488261	0	"Col_1"
"AB_036846_T.1"	1.32830238927743	0	"Col_1"
"AB_002154_T.1"	1.48252628994032	0	"Col_1"
"AB_041484_T.1"	4.52094219832939	0	"Col_1"
"AB_042228_T.1"	1.63050161505829	0	"Col_1"
"AB_029886_T.1"	1.07802819431934	0	"Col_1"
"AB_001452_T.1"	1.46164364366487	0	"Col_1"
"AB_032143_T.1"	1.96769931033304	0	"Col_1"
"AB_037949_T.1"	1.93220912336052	0	"Col_1"
"AB_044253_T.1"	3.97753905229733	0	"Col_1"
"AB_002467_T.1"	1.334615742237	0	"Col_1"
"AB_023412_T.1"	3.9851917917067	0	"Col_1"
"AB_044992_T.1"	1.29386015793813	0	"Col_1"
"AB_001197_T.1"	1.03107982052867	0	"Col_1"
"AB_014324_T.1"	2.89795236912058	0	"Col_1"
"AB_030120_T.1"	1.25244195769122	0	"Col_1"
"AB_014446_T.1"	2.62620025051079	0	"Col_1"
"AB_007623_T.1"	2.34521891178482	0	"Col_1"
"AB_033420_T.1"	1.65727717502108	0	"Col_1"
"AB_026815_T.1"	1.27229378210351	0	"Col_1"
"AB_023489_T.1"	3.18458763254021	0	"Col_1"
"AB_044912_T.1"	1.21955309494917	0	"Col_1"
"AB_007669_T.1"	1.82982143937767	0	"Col_1"
"AB_018760_T.1"	1.24434932486951	0	"Col_1"
"AB_019575_T.1"	1.46709823487795	0	"Col_1"
"AB_045821_T.1"	1.55997654727503	0	"Col_1"
"AB_038886_T.1"	2.98642135518992	0	"Col_1"
"AB_005147_T.1"	1.21541196310392	0	"Col_1"
"AB_031864_T.1"	2.79757323913794	0	"Col_1"
"AB_014224_T.1"	2.75636199405726	0	"Col_1"
"AB_035200_T.1"	1.57812946923866	0	"Col_1"
"AB_042699_T.1"	2.28541232437149	0	"Col_1"
"AB_030056_T.1"	1.3486193892635	0	"Col_1"
"AB_042536_T.1"	1.27486422941898	0	"Col_1"
"AB_044661_T.1"	1.05400584373393	0	"Col_1"
"AB_029485_T.1"	2.49968924887797	0	"Col_1"
"AB_037908_T.1"	1.40016767936318	0	"Col_1"
"AB_005239_T.1"	1.88129448524795	0	"Col_1"
"AB_041061_T.1"	3.92068157100361	0	"Col_1"
"AB_016004_T.1"	3.92069431143473	0	"Col_1"
"AB_028558_T.1"	3.89717877332014	0	"Col_1"
"AB_001247_T.1"	1.96599059893037	0	"Col_1"
"AB_025350_T.1"	1.41824671395139	0	"Col_1"
"AB_025583_T.1"	1.62235355340675	0	"Col_1"
"AB_045087_T.1"	3.62845158521518	0	"Col_1"
"AB_036592_T.1"	3.62981587795233	0	"Col_1"
"AB_045798_T.1"	3.62981373701709	0	"Col_1"
"AB_040846_T.1"	3.625057912699	0	"Col_1"
"AB_035256_T.1"	3.62505220204766	0	"Col_1"
"AB_025477_T.1"	3.63375249159439	0	"Col_1"
"AB_042779_T.1"	3.63375113172154	0	"Col_1"
"AB_040124_T.1"	3.63374531150126	0	"Col_1"
"AB_038097_T.1"	3.63305263004066	0	"Col_1"
"AB_035022_T.1"	3.63305097795783	0	"Col_1"
"AB_018491_T.1"	3.63304606864101	0	"Col_1"
"AB_004043_T.1"	3.6330399041973	0	"Col_1"
"AB_001854_T.1"	2.47466603223816	0	"Col_1"
"AB_032067_T.1"	3.58352543616248	0	"Col_1"
"AB_020948_T.1"	2.61836882371485	0	"Col_1"
"AB_036451_T.1"	2.63701444475346	0	"Col_1"
"AB_042912_T.1"	1.25958979359014	0	"Col_1"
"AB_043682_T.1"	1.03536967253766	0	"Col_1"
"AB_045839_T.1"	2.68939399179496	0	"Col_1"
"AB_001160_T.1"	1.50528167261184	0	"Col_1"
"AB_035602_T.1"	1.76985247451213	0	"Col_1"
"AB_033805_T.1"	3.66928324272574	0	"Col_1"
"AB_041928_T.1"	3.66858643356412	0	"Col_1"
"AB_028209_T.1"	3.6685857608115	0	"Col_1"
"AB_017505_T.1"	3.66858461965831	0	"Col_1"
"AB_038487_T.1"	1.33274672228562	0	"Col_1"
"AB_025622_T.1"	1.07125413136315	0	"Col_1"
"AB_012240_T.1"	1.40161934208369	0	"Col_1"
"AB_022558_T.1"	2.02879737264251	0	"Col_1"
"AB_025788_T.1"	2.18776083457553	0	"Col_1"
"AB_045118_T.1"	1.48693676107706	0	"Col_1"
"AB_010622_T.1"	1.26388723633154	0	"Col_1"
"AB_023569_T.1"	1.06508939798421	0	"Col_1"
"AB_036991_T.1"	1.71680274278706	0	"Col_1"
