"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"ID.baseMean"	"ID.log2FoldChange"	"ID.lfcSE"	"ID.stat"	"ID.pvalue"	"ID.padj"
"AB_027319_T.1"	49.5374610624145	23.1043461022233	3.02693496749116	7.63291790222142	2.29499041880821e-14	8.74345449757552e-10	49.5374610624145	23.1043461022233	3.02693496749116	7.63291790222142	2.29499041880821e-14	8.74345449757552e-10
"AB_000588_T.1"	15.1513236189628	-7.2575197986584	1.41135677156511	-5.14222905566977	2.7149782105394e-07	0.00265556608169819	15.1513236189628	-7.2575197986584	1.41135677156511	-5.14222905566977	2.7149782105394e-07	0.00265556608169819
"AB_036475_T.1"	1617.37549645805	-1.43751111741009	0.2798220975085	-5.13723229941274	2.7881422454703e-07	0.00265556608169819	1617.37549645805	-1.43751111741009	0.2798220975085	-5.13723229941274	2.7881422454703e-07	0.00265556608169819
"AB_038562_T.1"	15.7702900162653	7.54921661764677	1.44436809878726	5.22665698860653	1.72602274501844e-07	0.00265556608169819	15.7702900162653	7.54921661764677	1.44436809878726	5.22665698860653	1.72602274501844e-07	0.00265556608169819
"AB_035458_T.1"	143.644342392079	2.8306089893818	0.561925598308139	5.03733767940859	4.72051574473893e-07	0.00359684417686127	143.644342392079	2.8306089893818	0.561925598308139	5.03733767940859	4.72051574473893e-07	0.00359684417686127
"AB_025313_T.1"	125.038181057447	1.27759651267381	0.256261060396902	4.98552730053892	6.17930528021076e-07	0.00392365287609116	125.038181057447	1.27759651267381	0.256261060396902	4.98552730053892	6.17930528021076e-07	0.00392365287609116
"AB_029334_T.1"	2329.81225346088	1.18733068944007	0.241914129938488	4.90806671665674	9.1978567958214e-07	0.00500599926010291	2329.81225346088	1.18733068944007	0.241914129938488	4.90806671665674	9.1978567958214e-07	0.00500599926010291
"AB_029013_T.1"	1373.4445495251	1.37162170053804	0.283183940106326	4.84357163765375	1.27525712385779e-06	0.00607309323809176	1373.4445495251	1.37162170053804	0.283183940106326	4.84357163765375	1.27525712385779e-06	0.00607309323809176
"AB_045531_T.1"	49.5410864832419	-4.45039488661799	0.931650409212062	-4.77689361010627	1.78023899762997e-06	0.00753594948130074	49.5410864832419	-4.45039488661799	0.931650409212062	-4.77689361010627	1.78023899762997e-06	0.00753594948130074
"AB_038616_T.1"	121.7235276834	4.95152740138291	1.07880188759898	4.58983939340635	4.43587189754025e-06	0.0168997847552488	121.7235276834	4.95152740138291	1.07880188759898	4.58983939340635	4.43587189754025e-06	0.0168997847552488
"AB_015092_T.1"	952.912680379334	-1.61419751566599	0.356424973308517	-4.52885638366525	5.93037888609372e-06	0.020539597709309	952.912680379334	-1.61419751566599	0.356424973308517	-4.52885638366525	5.93037888609372e-06	0.020539597709309
"AB_011671_T.1"	69.9822031257136	-1.41263441634143	0.314323254843088	-4.49420904936424	6.98290046958857e-06	0.0221695451741988	69.9822031257136	-1.41263441634143	0.314323254843088	-4.49420904936424	6.98290046958857e-06	0.0221695451741988
"AB_008969_T.1"	848.878486839783	0.761633797891403	0.17606040477579	4.32598004566291	1.51855169866846e-05	0.037794998139318	848.878486839783	0.761633797891403	0.17606040477579	4.32598004566291	1.51855169866846e-05	0.037794998139318
"AB_040645_T.1"	74.3575844233855	-2.97710154290522	0.687929706919048	-4.32762462932212	1.50726060625331e-05	0.037794998139318	74.3575844233855	-2.97710154290522	0.687929706919048	-4.32762462932212	1.50726060625331e-05	0.037794998139318
"AB_041872_T.1"	124.873124507114	-3.38841753851923	0.783597123983456	-4.32418322478525	1.5309801690936e-05	0.037794998139318	124.873124507114	-3.38841753851923	0.783597123983456	-4.32418322478525	1.5309801690936e-05	0.037794998139318
"AB_044393_T.1"	235.283356938147	0.894793599961966	0.207309790750793	4.31621486241138	1.58727484442514e-05	0.037794998139318	235.283356938147	0.894793599961966	0.207309790750793	4.31621486241138	1.58727484442514e-05	0.037794998139318
"AB_031912_T.1"	25.5951180417598	5.40958196180082	1.26630135021657	4.27195466614298	1.93766974225689e-05	0.0434243187297077	25.5951180417598	5.40958196180082	1.26630135021657	4.27195466614298	1.93766974225689e-05	0.0434243187297077
"AB_001118_T.1"	48.9578779603898	-1.10429760264477	0.260697437007563	-4.23593578563923	2.27601819921546e-05	0.0442993468104169	48.9578779603898	-1.10429760264477	0.260697437007563	-4.23593578563923	2.27601819921546e-05	0.0442993468104169
"AB_018867_T.1"	1026.80029526895	-1.30224007688993	0.306745431448003	-4.24534465189151	2.18257680072744e-05	0.0442993468104169	1026.80029526895	-1.30224007688993	0.306745431448003	-4.24534465189151	2.18257680072744e-05	0.0442993468104169
"AB_037360_T.1"	22.2742677107847	-3.63040134922469	0.858028461057305	-4.23109665237809	2.32554710538175e-05	0.0442993468104169	22.2742677107847	-3.63040134922469	0.858028461057305	-4.23109665237809	2.32554710538175e-05	0.0442993468104169
"AB_007841_T.1"	111.794281229416	-0.986291301977748	0.234948126839373	-4.19791089737884	2.69388576954373e-05	0.0488722190705129	111.794281229416	-0.986291301977748	0.234948126839373	-4.19791089737884	2.69388576954373e-05	0.0488722190705129
